gene,pvalue
BRD4,0.66425955
PTGFR,0.66425365
NFE2L3,0.66424704
TIMM44,0.6642357
EHF,0.66423273
PAK1IP1,0.664199
TNFRSF13C,0.6641976
HIST1H2BC,0.6641924
MATN2,0.6641831
UTRN,0.6641805
KLHL2,0.66416866
HAL,0.66413
HECW1,0.664094
SOX5,0.66408956
COX18,0.66408706
ENDOG,0.6640774
PSTPIP2,0.6640267
EXOC1,0.6640183
PELI3,0.663998
CACTIN,0.6639956
DTNA,0.6639615
GPHA2,0.6639322
JPH2,0.6639258
FMO1,0.6639242
KTN1,0.66391116
ABI3,0.6638923
ZNF789,0.66389173
BARHL1,0.6638419
TFPT,0.6638237
ST3GAL2,0.66379595
WDTC1,0.6637835
COX6B2,0.66378
GID8,0.6637005
LGI1,0.66363305
UTP20,0.66356814
ME2,0.66353035
CISD3,0.663512
HSF5,0.66349
NELL1,0.66348904
SIGLEC11,0.66346735
NBEA,0.6634358
LGALS9,0.66343325
ABCG4,0.6634101
UBL5,0.66337335
HS6ST1,0.66336334
MYBBP1A,0.6633601
GRWD1,0.6633405
CNKSR2,0.66333055
AKAP17A,0.66332906
KIF18A,0.66331774
FOXD4,0.66330624
FBXO3,0.6632885
DPP10,0.6632793
PSMG1,0.66327524
ITPK1,0.6632683
INPP5A,0.6632644
GEMIN8,0.66322607
AMY2A,0.6632203
IVNS1ABP,0.66320413
PPP6R1,0.66320026
THAP11,0.66318995
ACAD10,0.6631831
SRGN,0.6631743
PPCS,0.66314757
RRP36,0.6631453
PFDN5,0.66313595
LONP1,0.66311693
PTPN14,0.6630932
TIMM10,0.66308975
RGS12,0.6630866
ZSCAN16,0.6630852
GRSF1,0.6630592
CAVIN1,0.66304225
CEACAM6,0.6630259
CTLA4,0.6630243
RYBP,0.6630182
SEC23IP,0.6630049
DAO,0.6629991
HDGFL2,0.66298896
SLC7A11,0.66293997
UNC5C,0.6629336
SLC51B,0.6629307
DMAP1,0.6629121
WDR62,0.6628932
EIF4E1B,0.6628731
DCAF11,0.66287166
CHST7,0.6628436
ALG11,0.662827
STXBP3,0.662804
VPS52,0.6627729
RBFOX1,0.66276956
PPM1M,0.66276103
IWS1,0.6627448
CA6,0.6627197
NEGR1,0.6627183
GCAT,0.66271657
BTC,0.662713
TSNAX,0.66270775
CR2,0.6627072
IRX6,0.66269016
KLF15,0.6626208
SALL3,0.6626168
RFX1,0.66260695
AADAT,0.6625438
TSPAN7,0.6625236
FCRL5,0.6625223
FEZF1,0.6625116
PIWIL4,0.6624736
NAP1L4,0.66247267
ALX4,0.6624255
PRAP1,0.66241795
HOXC4,0.66236854
UPK1A,0.6623664
PIP5KL1,0.6623615
RHOC,0.6623578
LGALS8,0.66234493
NFIX,0.66232675
SEM1,0.6622934
TTC3,0.66228974
AGAP3,0.6622766
BLMH,0.6622502
DENND1A,0.6622194
HECW2,0.6621656
SERP1,0.66212213
SPIB,0.66210026
HSPA13,0.66209525
PLCD3,0.66208255
CYP39A1,0.66206074
DSN1,0.6620528
ZFYVE1,0.6620524
SMPD4,0.66204107
ZNF821,0.6620376
SEMG1,0.6620363
PTMA,0.66201466
C7,0.66199917
PPAT,0.66199684
ZNF672,0.66198987
HIST1H2BF,0.6619888
USP36,0.6619808
SLC25A20,0.66195315
MYO15A,0.66193813
MMS22L,0.6619348
DGAT1,0.6619286
THEM5,0.6619
ZSCAN29,0.6618738
AASDHPPT,0.6618287
MAFF,0.6618232
COG8,0.6617977
NUDT3,0.66179
DUSP12,0.6617536
POLR2J2,0.66174877
NFIC,0.6617478
KCNA6,0.66171783
TNNI2,0.6616981
MYRIP,0.6616831
CALY,0.66168255
ERGIC3,0.6616653
KPRP,0.6616547
STK38L,0.6616478
GPLD1,0.66164184
KCTD6,0.66162723
GATM,0.661611
HIST1H2BH,0.66160196
BCL2L11,0.6616004
NTPCR,0.66159415
KCNIP1,0.6615784
SMOX,0.66157186
FAP,0.6615106
INVS,0.66144323
ALG10B,0.6614381
GTF2H2C_2,0.6614346
ANLN,0.6614342
HOXD1,0.66142106
DPY30,0.66140926
GCNT2,0.6614045
PSD4,0.66139805
TRMT6,0.661384
CNGA1,0.6613662
ZNF500,0.661366
AP3M2,0.6613385
BPIFA2,0.6613221
PROX1,0.6612741
PHKG1,0.66116375
HOXD13,0.6611544
OTUD7B,0.6611463
POLR1D,0.6611372
ANO5,0.66112894
OR4X1,0.6611271
HOXA5,0.66112673
SOX1,0.66111684
GOLM1,0.6610915
GRM7,0.66108936
ZNF281,0.66107225
ABR,0.6610708
DACH2,0.6610482
NR2E3,0.66102695
MID2,0.66099745
ACTA2,0.6609956
PLA2G5,0.66098833
PTBP3,0.6609651
MTCP1,0.66096324
CPOX,0.66095483
ZNF219,0.6609531
ABCG2,0.6609455
CELF5,0.66091895
ZNF92,0.66089875
SP6,0.6608971
HCRT,0.66088516
CENPC,0.6608555
HBE1,0.6608443
TRAPPC10,0.6608263
STS,0.6608166
AKAP6,0.6608087
TPI1,0.6607691
TXNDC16,0.6607327
IFT52,0.66073
TGFA,0.6607268
MKX,0.6607248
LOXL1,0.6606873
STON2,0.6606505
AIMP1,0.6606143
ADD1,0.6606134
STARD13,0.6606133
GRB7,0.66059756
CHSY1,0.66059405
ZNF695,0.6605578
ENTPD6,0.66050863
LCT,0.660499
TMEM258,0.66049564
IL1R2,0.6604879
RNF34,0.6604854
BRD1,0.66047317
ZNF518A,0.6604485
NPHP1,0.66042125
DOCK8,0.6604011
ZNF148,0.6603659
MRAP2,0.66035783
DIP2B,0.6603428
ZNF32,0.6603215
LMX1A,0.66027606
STIP1,0.6602479
TGFB1I1,0.6602112
XAF1,0.66018385
GTF3C1,0.6601657
ACTR5,0.6601641
ANKRD26,0.6601352
CSTB,0.6601279
MEMO1,0.660123
STYX,0.66004765
TBXAS1,0.66004103
PFDN6,0.6600307
HSDL2,0.66002876
IL17B,0.66002154
PLS1,0.66001904
RIT1,0.659991
MRPL45,0.6599897
DEAF1,0.6599543
ARHGEF16,0.65994227
PIP4P1,0.65994096
EPB41L3,0.65991163
ZNF710,0.659898
SYT6,0.65988016
MICAL1,0.65986806
PRDX4,0.6598426
AZGP1,0.6598271
ZNF174,0.6597845
ENPP7,0.6597767
SYN3,0.6597767
PPOX,0.65977633
FAM9A,0.65976894
TMPRSS2,0.6597477
TBX15,0.65968746
ZNF628,0.6596694
COG4,0.65966403
ALAS2,0.65964645
TIMM9,0.65960664
MMP17,0.65958756
ENG,0.659578
STARD8,0.659569
CD37,0.6595662
TBCEL,0.6595515
CNTN4,0.65951157
IL5,0.6594893
SLC44A2,0.6594802
ZHX2,0.6594545
EGFL7,0.65940523
HIST1H2BE,0.65939164
BTD,0.6593727
RGS5,0.6593394
ABCA5,0.65933764
UHRF2,0.65932727
HLF,0.65932614
LRIG2,0.659296
SERPINA10,0.6592951
PAF1,0.6592867
MATN3,0.6592728
VEZF1,0.65926445
TMEM184C,0.65923214
NGB,0.65922576
HIST1H1C,0.65918386
TKTL1,0.6591829
HIST1H2BG,0.6591696
MTA3,0.65916014
WDR4,0.65915346
TRAPPC2,0.6591255
USP44,0.65909386
PLEKHG2,0.65908617
GABPA,0.6590845
TLE6,0.6590825
CARHSP1,0.65908164
SLCO6A1,0.6590621
SALL1,0.6590431
CHI3L1,0.6590297
SELENON,0.65897644
EPB41L2,0.6589749
ANP32A,0.6589397
CHD1L,0.6589345
MAGEE1,0.65893435
DKK3,0.65892947
MED18,0.6589262
L3MBTL2,0.65892076
STEAP3,0.65891445
GJA10,0.6589054
CHCHD3,0.65889776
VAMP1,0.6588805
TYRP1,0.658867
EBP,0.65886354
COG5,0.6587998
EVC,0.65878046
FOXN1,0.6587664
SNX11,0.6587491
MYH8,0.6587187
CCNL2,0.65871817
LHX2,0.6587024
COG7,0.65865874
FOXD4L1,0.6586379
SLA2,0.6586338
MAGEA1,0.65862423
CENPQ,0.6586076
SAFB2,0.65859365
AP3S2,0.658568
KANSL1,0.65855163
ADAMTS5,0.658533
VNN2,0.6585204
BIK,0.6584588
SRFBP1,0.65845597
PGLYRP3,0.65844357
NOP14,0.6584186
UXS1,0.65838504
KIF3B,0.658383
MTUS2,0.6583612
WHAMM,0.6583559
RBM27,0.6583469
FOXD3,0.65834135
KRTAP5-8,0.6583077
RNF220,0.6583022
ZBTB34,0.6582626
MTCH1,0.65826166
POGLUT1,0.65825385
NOXO1,0.6582279
RSF1,0.6581832
MBNL3,0.6581793
CHM,0.65817624
TNKS,0.65816724
HIST2H3D,0.6581463
ZNF830,0.65814584
PLD3,0.6581372
CCNJL,0.6581336
FOXC2,0.6580622
SULF1,0.65805817
ALG5,0.65805304
UHRF1,0.65804875
SPECC1L,0.6580321
ZW10,0.65801275
TBX19,0.65799165
LHX8,0.65798485
PLEKHH2,0.6579825
HSD17B6,0.6579776
TGFBR3,0.6579744
LGMN,0.6579599
NPHP4,0.65794283
RIPPLY3,0.6579283
HLA-DRB4,0.65792334
INTS5,0.657921
VAX1,0.65790933
PRC1,0.6578884
LACRT,0.6578698
SDHAF2,0.6578678
HIC1,0.65780103
DHFR2,0.6577901
PLPP2,0.6577883
MBIP,0.657778
SEC61A2,0.6577705
ADPGK,0.65775055
IGFBP6,0.6577468
EXTL1,0.65774167
HCST,0.657741
NOS1,0.65773743
ERP44,0.65771806
VPS33B,0.657699
TEKT3,0.6576909
ZNF217,0.6576851
TMPRSS4,0.6576791
RLIM,0.65763634
PISD,0.6576233
MOAP1,0.6576137
ZSCAN22,0.6575961
SERBP1,0.65758604
LHX9,0.65758556
PDIA5,0.65756595
IRF6,0.6575549
CUL9,0.6575407
ZNF80,0.6575097
LRRC7,0.65750784
TMEM184B,0.65749776
INTS11,0.6574975
HOOK3,0.6574303
CASKIN2,0.65742904
MTMR9,0.65740174
ITGAD,0.65738064
CHDH,0.6573771
CIDEC,0.65736663
PPM1F,0.65736216
MANBA,0.65736127
NAA50,0.65735006
SECISBP2,0.65733886
CEP170,0.65733737
RGN,0.6573342
NACC1,0.6573298
STMN2,0.65731215
PRPSAP2,0.6573105
TAF1A,0.65729153
ZFHX4,0.65727913
GHRH,0.6572623
RIPPLY2,0.6572198
GALNT7,0.6572113
REXO5,0.65718114
MAB21L2,0.65717006
NLRP6,0.6571698
EPHX1,0.65712076
OMA1,0.65711594
KAT6B,0.65709805
PMPCA,0.6570424
SNAP91,0.65703934
PMPCB,0.6570346
CDH11,0.6570193
NR2E1,0.6570164
GMEB2,0.656978
CD24,0.6569406
CLK4,0.65692425
CREBZF,0.6569227
RAB6B,0.6568947
ZBTB14,0.656885
TFAP2B,0.65683264
HOXA2,0.65683097
TACC1,0.65680516
SYCP2,0.65679955
SLC39A9,0.65679646
SDF2L1,0.65679634
PRPSAP1,0.6566961
INTS4,0.65668726
FBXO21,0.65666765
ARHGAP1,0.65666485
HSD17B11,0.6566646
UGCG,0.6566514
WDR1,0.65663546
SLAMF7,0.65663195
GP2,0.6566298
IRX2,0.6566268
PTPRE,0.65659904
PPP6R2,0.656589
FBLN5,0.6565716
UNC5B,0.65656483
FOXD4L3,0.6565472
ATF5,0.65654296
PNPLA2,0.6565355
TXNDC15,0.6565348
ANXA9,0.6565326
NEK1,0.6565254
ACP1,0.65651894
SLC38A2,0.65651816
KAT14,0.65651727
CSF2,0.6565153
CENPE,0.6565138
GFM1,0.65649873
MPO,0.65649533
SLC36A3,0.6564794
RPP21,0.65645385
DMGDH,0.6564474
KIF14,0.6564288
ZNF787,0.656408
SLC25A41,0.65639865
EEF1E1,0.65636545
SPRY3,0.6563334
HIST2H3A,0.6563268
COX11,0.6563194
CXCL16,0.65629506
ESS2,0.6562884
WDFY3,0.65628767
NRIP1,0.65628636
ACSF2,0.65626717
CAND2,0.65626657
IL10RB,0.65624905
RFX4,0.6562443
BAHD1,0.6562429
SH3D19,0.6562341
HLTF,0.6561967
VRK1,0.65616035
DDC,0.65613633
WRAP73,0.65613294
SYCP1,0.6561142
STAR,0.6561115
USF2,0.65608287
HSD11B1,0.6560583
SLC22A2,0.656034
HBD,0.65603256
RBM20,0.65602297
GPD1L,0.6560223
UBXN2B,0.65601766
POU3F2,0.6560079
PLEKHM1,0.65594125
TREM1,0.65592825
RASSF1,0.65591997
EPHX4,0.6558937
CYP8B1,0.65588593
PPIL3,0.65584445
ESCO1,0.65584105
NPC1L1,0.65580094
ZG16B,0.65574586
PTPRO,0.6557442
SYDE1,0.65574193
LIMS1,0.65573174
LCE1A,0.65572155
PACSIN1,0.65571916
HSD17B2,0.6557128
FABP2,0.65569663
EYA4,0.6556624
COG1,0.65564626
PLP1,0.6556336
RSPH9,0.65563285
CDKL3,0.6556245
VWA1,0.655603
CTBS,0.655599
TRIM11,0.6555916
ZNF70,0.65558076
UNC5A,0.65556073
LMOD1,0.65554655
FMNL1,0.6555445
ANO9,0.6555264
XYLT1,0.65551996
TRMT61A,0.65551937
HACE1,0.655519
HAX1,0.65551823
ZNF423,0.65548605
AGXT2,0.65548134
RGS16,0.65546906
TOPORS,0.6554662
HIST2H3C,0.65545845
SPRYD4,0.6554506
CR1L,0.6554496
NFE2,0.65544075
SLC25A13,0.6554329
IL18RAP,0.6554316
FUT1,0.6554122
CTDSP2,0.6554117
CFLAR,0.65539217
BRPF1,0.65537524
APOBEC1,0.6553592
SLC25A2,0.65533775
SLC44A5,0.6553309
PLIN4,0.6553075
GAS7,0.6552744
ACAN,0.6552687
DACT1,0.6552497
TSKS,0.65519047
SIGLEC7,0.6551904
IRF2BP1,0.6551733
RNF144B,0.65515023
NFAT5,0.65514946
CIT,0.6551391
NCKIPSD,0.65513813
OST4,0.6551329
REXO1,0.6551304
GALNTL5,0.65510553
USP6,0.6551041
PROZ,0.65509313
MTCH2,0.6550815
OAZ1,0.65505767
MOCS2,0.65503144
CELF4,0.6550271
MSRB3,0.65495723
POFUT2,0.6549491
LCE3D,0.6549399
NELFA,0.65493405
SPCS3,0.65490615
MYOF,0.6548823
PROP1,0.6548803
RNF11,0.6548698
APLP2,0.65485233
POU4F1,0.65485185
DNASE2,0.6548284
SIGLEC1,0.6548184
SPDEF,0.6547631
ZNF292,0.6547377
RCC1,0.65473235
DNPEP,0.6547239
TSFM,0.6547129
POU3F3,0.65469974
AFTPH,0.6546466
GJB3,0.6546363
TRIM72,0.65462655
HOXC5,0.65457845
TSSK1B,0.654556
CNGB1,0.6545183
HEXIM2,0.65450025
TULP3,0.65449286
SLC40A1,0.65449154
ITGAE,0.6544878
GLCE,0.65447116
PGAP2,0.65446496
CD99L2,0.6544546
EPB41L4B,0.65444523
RDH5,0.6544261
ADAM12,0.6544169
BANF1,0.65441227
SHROOM3,0.6544058
ASRGL1,0.6544025
DKKL1,0.6543925
HSPB7,0.65438694
CLIC1,0.6543345
TOX2,0.6543295
SDCBP2,0.65432155
HOXC11,0.65431863
EMILIN2,0.6542983
LTK,0.6542926
DMTN,0.65427446
PPP1R7,0.65426743
ZNF202,0.6542653
COL25A1,0.654261
TCF24,0.6542582
TREH,0.6542567
SMC6,0.65425575
PKD2,0.6542326
SCGB1A1,0.6542214
CRACR2A,0.6542196
HABP4,0.65421486
SP8,0.65418863
HLX,0.6541641
ZNF518B,0.65415704
APOC1,0.65413266
TP53RK,0.6541134
LDB3,0.6541096
KLRC4,0.654097
CDX4,0.65409195
ZSCAN26,0.6540247
LPCAT3,0.6540164
WFIKKN2,0.6540031
GLYAT,0.65400004
TTC19,0.65399754
WIPF3,0.6539914
ESCO2,0.6539496
NR2C1,0.65391964
SGF29,0.65391535
VGLL1,0.6539118
ACE2,0.6539092
MPI,0.6539023
CAP1,0.65389967
SCAMP4,0.65386504
OR1B1,0.65386146
RGS10,0.65386045
CEBPD,0.6538579
RNF19B,0.65383124
SLC25A3,0.65382326
PAG1,0.65382004
TUT1,0.6538176
PADI3,0.6537887
DSC1,0.6537849
PIR,0.65375495
KLHL22,0.6537459
UBP1,0.6537458
DGAT2L6,0.6537165
CORT,0.6537123
RC3H1,0.6536833
ALDH1A1,0.6536352
IGFBP4,0.6536208
SMARCA1,0.65361845
MSGN1,0.6536093
PDE2A,0.65357494
RFWD3,0.6535386
EXOC3,0.65352774
UTP11,0.65352696
KDSR,0.65351415
DIO2,0.65348387
RPRD1A,0.6534685
SPRTN,0.6534328
FREM1,0.6533983
DNHD1,0.65338594
SOX3,0.65338224
ANP32B,0.65338063
CHD1,0.65337586
ST3GAL1,0.65336967
SPRED2,0.6533612
RPAP2,0.65335816
MAP1A,0.65335774
MMP13,0.6533479
FDFT1,0.6533307
LTV1,0.6533093
SUPT6H,0.65330875
ACOT9,0.65327847
WDR45B,0.65326965
DLX2,0.6532662
DMTF1,0.65325904
MXD4,0.6532545
SOX8,0.6532435
NECAP1,0.6532413
BLOC1S6,0.6532263
PTPRT,0.6532218
ASF1B,0.6532156
RDH10,0.65320885
HOXB2,0.65320814
JPH1,0.65315914
RHOBTB3,0.6531517
C9,0.65314144
RFX7,0.6531286
MRPL47,0.6531166
BTBD1,0.65310466
ALKBH3,0.6531044
ZBTB7A,0.65310013
IFT27,0.6530958
VSX2,0.65309066
ISCA2,0.6530837
LRAT,0.6530587
TNKS2,0.65305173
NKAP,0.65305
KCNK16,0.6529962
BRD2,0.65296644
NMRAL1,0.6529604
ZBTB7B,0.6528927
YLPM1,0.6528667
TIMM10B,0.65285814
TIAL1,0.65284
PNLIPRP1,0.6528187
SMC5,0.6528028
USP49,0.6528005
OR51E1,0.65279853
AVIL,0.65278584
SNX27,0.6527803
HACD4,0.6527709
MCEMP1,0.65275717
PRNP,0.65274686
SAT2,0.6527345
KCNG1,0.6527282
KCNAB1,0.6527119
BLOC1S2,0.6527022
IPMK,0.6526713
DPH3,0.6526255
ZSCAN31,0.6526098
CHPT1,0.6526092
TMED5,0.6526066
BCL2A1,0.6526046
NEUROG2,0.6525721
MAL2,0.6525642
INO80,0.6525564
COLQ,0.65255344
FEM1B,0.65253574
FBXO38,0.65253145
RBM34,0.6525164
DACH1,0.6524862
HINFP,0.65246624
SNAPIN,0.6524576
CLIP2,0.6524336
ZNF724,0.6524151
SPSB4,0.6524124
TMEM167A,0.6523933
BBS1,0.6523882
LHX1,0.65238774
SULT1B1,0.65238667
ZMYND11,0.65236896
KATNBL1,0.6523303
KIF3C,0.6523287
REPS1,0.6523239
GZMM,0.65227586
LPGAT1,0.6522638
MCTS1,0.65226
CHST14,0.65225935
GNPAT,0.65225095
RGS19,0.6522285
STARD7,0.65221334
GATAD2B,0.6522116
IGSF5,0.6521935
IKBIP,0.65219116
ZBTB38,0.652159
CDH24,0.65212506
CDH9,0.6521138
KDM5B,0.6521036
ADAM9,0.6520994
AARSD1,0.6520747
HAO1,0.6520668
CD14,0.6520475
MYF6,0.6520456
MATN1,0.6520412
OR51E2,0.65202945
CNNM3,0.6520276
FAM107A,0.651996
NABP1,0.6519618
DAGLB,0.6519487
KALRN,0.65194845
PBXIP1,0.65192366
LAX1,0.65191907
MFAP5,0.6518949
NAP1L2,0.65186805
GLIS1,0.6518488
NANOS3,0.6518284
CRAT,0.65182817
CDC42BPA,0.6518159
GOLGB1,0.6518104
CENPF,0.65180457
ARG2,0.65179443
TRAPPC1,0.651767
CETP,0.6517532
SV2C,0.65172434
BEX1,0.6517147
KCTD1,0.65171343
MAP2,0.6516869
KCNA3,0.6516809
ACER1,0.6516413
KCTD2,0.6516386
HERC5,0.6516377
KIF24,0.6515646
RTCB,0.65153265
TDGF1,0.6515228
MAL,0.65151
LBH,0.6515078
SYNE1,0.6515025
EID1,0.6514946
ZFAT,0.65148485
CBSL,0.6514605
NKX2-6,0.6514525
ADGRG5,0.65143543
MMP11,0.6514165
GRIP1,0.65140915
MOCS1,0.65139127
RNF144A,0.65138566
HOOK1,0.65136814
GPD1,0.651338
ZWILCH,0.6513266
DZIP1,0.6513076
ASIC3,0.65129507
CPT1A,0.65129304
ZNF692,0.6512889
CHST4,0.6512847
TINF2,0.65128344
RND2,0.65127426
LRRTM1,0.6512661
SOX11,0.65125513
KNSTRN,0.6512519
LSS,0.65124273
GMPR,0.65122646
TLR10,0.6512219
IBA57,0.65121406
SPINK6,0.6512088
BLOC1S1,0.6512034
NTRK3,0.651201
CDT1,0.6511995
RETSAT,0.6511861
MBD6,0.6511439
OSCAR,0.6511413
ING2,0.65111285
MCPH1,0.6511111
SLC25A15,0.65110046
POC1B,0.6510969
KCNRG,0.6510899
CCDC14,0.6510815
SLC34A2,0.6510466
DNAJC4,0.65103745
HOXD4,0.65102744
ARHGEF9,0.6510237
KIF18B,0.65102315
TMEM63A,0.6509861
STK26,0.65096664
CDH10,0.6509588
DMPK,0.65091145
SLC45A2,0.6509033
KAT8,0.65088844
UROS,0.6508795
MBD2,0.65087575
NR1D2,0.6508268
LDLRAD4,0.65082043
PTGER4,0.6508125
TRIM33,0.65079087
DPYS,0.6507806
SLC25A31,0.6507666
BOK,0.65075564
TST,0.6507478
CENPK,0.6507446
ZNF770,0.6507312
HTATSF1,0.6507249
NDRG2,0.65071887
MUC20,0.6506921
MERTK,0.6506766
MMP24,0.65067494
LDOC1,0.65062594
PARP10,0.6506244
PAPPA,0.6506138
WTAP,0.650602
ZNF131,0.6505489
GALC,0.6505415
APBB3,0.6504965
COG2,0.65048623
SCAF8,0.6504795
PIBF1,0.6504573
RAPGEF2,0.65045685
ARL3,0.65045035
AGR2,0.6504466
LAPTM4A,0.65043896
EVA1A,0.6504319
PGRMC1,0.65042657
MGAT5,0.6504183
PAIP2B,0.65041673
ELF2,0.6503987
CTDP1,0.6503818
AGFG1,0.65037334
ATG16L2,0.65036654
NECAB2,0.65034807
PMEPA1,0.65032864
RFX3,0.6503109
PDLIM3,0.6503066
JAGN1,0.65029573
AGA,0.6502907
SHROOM2,0.65028954
HYKK,0.6502747
GFI1,0.6502745
MTDH,0.650272
SLC43A2,0.65026736
MIPEP,0.6502488
USP33,0.6502263
MKLN1,0.6502237
ADAP1,0.65018016
STN1,0.6501801
ARSB,0.6501765
SPIN1,0.65014315
GRHPR,0.650141
ENKD1,0.6501396
FAM98B,0.6501066
HAAO,0.6501058
DRG1,0.65009916
USP14,0.65008855
PARPBP,0.65008223
PHOX2A,0.6500749
PAXBP1,0.65006006
WRN,0.65003955
ETFB,0.6500373
MMP26,0.6500354
BLK,0.6499649
MZT1,0.64995885
BTNL8,0.64995396
PMP22,0.6499399
KCNA10,0.6499312
RELL1,0.6498794
STK25,0.64987934
MBD1,0.64985025
NFU1,0.6498468
VWC2L,0.6498331
MMRN1,0.64982927
DNAJC21,0.6498114
UNC50,0.6498009
GDPD1,0.6497642
GALNT6,0.64971673
PHLDA1,0.6496836
PON3,0.6496698
KIF1A,0.6496453
TSNAXIP1,0.6496305
TFCP2L1,0.64962983
RGS7,0.64959645
DDAH2,0.6495953
SRY,0.6495437
ELF4,0.6495342
ARL4C,0.64952517
CDC42EP4,0.6495094
KNL1,0.6495029
RFK,0.6494951
INTS10,0.6494929
CNR1,0.6494899
CBX2,0.64946723
TSN,0.64946145
PNMT,0.6494416
CLIC3,0.64942825
SCAMP1,0.6494261
CDK12,0.6494076
SLC25A17,0.64940256
CLEC2D,0.64939356
C1GALT1,0.6493566
ZMYM2,0.6493503
SLC22A8,0.6493368
AQP2,0.6493366
GSTT2,0.6493254
PDCD10,0.64932513
NPM3,0.64930904
ZNF362,0.6492747
TOMM22,0.64924324
TIMM8B,0.64923954
RABGAP1,0.64922786
CHP1,0.64921683
CPN1,0.64918953
ASIC1,0.6491889
HSD17B1,0.6491828
ADAMTS12,0.6491686
MARCKSL1,0.64911556
OLFM4,0.6491092
USP19,0.6491089
ADAM15,0.6490999
TRIM16,0.64909524
SGPP1,0.6490879
MYO7A,0.6490686
ZNF488,0.64905864
SIN3B,0.6490425
H3F3A,0.6490121
CSRP1,0.6489774
ZNF207,0.64894104
LYRM4,0.64891493
VBP1,0.6488864
SLTM,0.6488845
ZBTB5,0.6488733
PPP1R17,0.6488668
GGT5,0.64886636
RAB7B,0.64886016
FGFBP1,0.64885277
SCN4A,0.64884686
HIF3A,0.64882696
ITSN2,0.6488079
LMTK2,0.6487785
AGTPBP1,0.6487564
SURF6,0.64873594
SLC25A18,0.648717
CD163,0.6486941
EGFL8,0.6486652
TNNT3,0.64866495
PRRX2,0.64866436
BDH1,0.64865756
CHD7,0.6486511
SLBP,0.64864194
MACROD1,0.64862865
MCFD2,0.64862037
LARS,0.6485853
MAMSTR,0.64857113
ISX,0.6485325
ZKSCAN3,0.6485247
TMEM97,0.6485205
CNNM1,0.648519
MPV17L,0.6484963
STMN4,0.6484777
BAZ1B,0.64846224
FXYD1,0.6484469
PIP,0.6484381
NINJ2,0.64843655
EMX1,0.6484263
ZNF639,0.6484202
IKZF4,0.64841753
GINS4,0.64841646
OAZ2,0.64841574
SYDE2,0.6484112
RAX2,0.6483983
SPANXC,0.64839035
ZNF28,0.648381
MAP1B,0.64838094
SLC22A4,0.6483673
KIR2DS5,0.64834905
FCN1,0.6483401
RNF25,0.6483261
CDHR3,0.64831126
SGSM3,0.6483008
RHD,0.64829373
ZMYND10,0.6482849
TRIM8,0.6482816
NFXL1,0.64826155
ZNF215,0.64823294
DUSP11,0.64822114
ASAH1,0.6481811
ZNF35,0.6481458
GAL3ST1,0.6481437
TCF25,0.6480888
BARX2,0.64808697
HIVEP1,0.64807767
EDF1,0.64807594
XPNPEP3,0.64802593
PCLAF,0.64799285
KRTAP4-12,0.6479907
ZXDB,0.64797914
CDH8,0.6479782
PRELP,0.64794827
HBEGF,0.6479347
CCDC51,0.6479346
ZNRF1,0.64792764
NOM1,0.64791155
LMO4,0.6479007
TAF1B,0.64789355
LHFPL3,0.64788055
GZF1,0.6478793
SLC1A2,0.6478779
COA1,0.6478272
CDH18,0.6478015
SPARCL1,0.6477929
KLF8,0.6477474
HOXC13,0.6477331
P3H2,0.64771986
HMGN2,0.6477163
MSLN,0.6477076
CDH6,0.6477052
JPH3,0.64768875
FGFR1OP,0.64767444
TRMT112,0.6476738
CLSTN1,0.6476664
NCS1,0.6476437
AQP7,0.6476238
RBMS1,0.64761466
OR2W3,0.6476137
FCGRT,0.6475829
KCTD7,0.64756995
LDB2,0.64756083
EYA3,0.64755297
RASA4B,0.6475483
ABRAXAS2,0.6475314
INTS9,0.64753056
CTDSP1,0.64751107
SCLT1,0.64749837
SYT3,0.6474652
MFSD8,0.64745545
FGD2,0.64745295
IDO1,0.6474363
MKI67,0.64740115
SLC17A7,0.6473668
AMH,0.64736265
PIWIL1,0.64736074
MINPP1,0.6473572
TAZ,0.64734954
TRNAU1AP,0.6473387
PLLP,0.6473259
LYST,0.64731306
H3F3B,0.64730597
SUDS3,0.6472488
STXBP2,0.6472329
TXNDC17,0.6472291
CLCN3,0.64722455
CDCA4,0.64722407
GPC2,0.64722335
RLF,0.6471979
ISCA1,0.6471938
GOLGA4,0.64718
MARK3,0.6471605
GPAT3,0.6471493
SULF2,0.64713496
DPAGT1,0.647092
MXRA5,0.6470868
SBF2,0.64703935
TRHDE,0.6470144
WDR19,0.6470039
CACNA1F,0.6469945
DCXR,0.64694357
DYRK1B,0.6469395
GATAD2A,0.6469145
OTC,0.64687425
SRI,0.6468736
P2RY12,0.646863
RASGRP1,0.6468537
ERAL1,0.6468493
ZNF732,0.6468115
TRAPPC9,0.6467919
SFXN4,0.64677155
CIAPIN1,0.6467693
FOXJ1,0.64673704
BCCIP,0.6467339
IL1R1,0.64673316
DCAF6,0.64672583
SNAI3,0.6467117
OLR1,0.64669913
SLC25A11,0.6466979
LEO1,0.6466975
DSG3,0.6466932
RASGRP2,0.64669174
LRSAM1,0.6466898
POFUT1,0.6466495
DUSP26,0.6466263
GPD2,0.6466183
CEACAM5,0.6466143
ARRDC3,0.64660996
TPT1,0.64660984
CSDE1,0.6466055
IRX1,0.6465935
